Title,Rating,Body,Review_Text,Sentiment,word_count,char_count,exclam_count,ques_count
Processing speed  very  slow and internet  working is very bad.,1,Battery life is so good  and camera quality  is average  like 13 mp. Front camera is like 2 mp. Fingerprint reader working without touch finger. When we hold in hand then finger  print reader trust to read any part of hand so it was problem. Processing system is very low. And in this mobile internet speed very slow. And in low network  it's  internet  not worked. Only show processing.,Battery life is so good  and camera quality  is average  like 13 mp. Front camera is like 2 mp. Fingerprint reader working without touch finger. When we hold in hand then finger  print reader trust to read any part of hand so it was problem. Processing system is very low. And in this mobile internet speed very slow. And in low network  it's  internet  not worked. Only show processing.,Negative,69,387,0,0
All featured Samsung smart phone In this budget .... Pocket friendly,5,"It's budget phn with all facilities plus Samsung brand... It's a good choice... You can buy it without doubt if you want a good battery life,  good picture quality,  good camera, also its not lagging in game, good processor and ram with no overheating issue... In this budget it's the best budget and pocket friendly phone. You can't expect more in this budget","It's budget phn with all facilities plus Samsung brand... It's a good choice... You can buy it without doubt if you want a good battery life,  good picture quality,  good camera, also its not lagging in game, good processor and ram with no overheating issue... In this budget it's the best budget and pocket friendly phone. You can't expect more in this budget",Positive,63,360,0,0
phone not working,1,"i bought this phone from amazon with in 6 months of my purchase , one day it just got heated up in my hand and went blank i went to samsung auth repairs and i was told that its mother board has corrupted and needs to get changed but it is not covered in warranty then what the warrenty is for they asked 9000 to repair it so i have no choice but leave it that way lost 110000 rs will never buy samsung product ever","i bought this phone from amazon with in 6 months of my purchase , one day it just got heated up in my hand and went blank i went to samsung auth repairs and i was told that its mother board has corrupted and needs to get changed but it is not covered in warranty then what the warrenty is for they asked 9000 to repair it so i have no choice but leave it that way lost 110000 rs will never buy samsung product ever",Negative,86,414,0,0
Great phone in a budget range.,5,"The phone works rather smoothly has a decent battery life where it lasts the entire day with the charge being at 47% by midnight. The camera performs well for the price, except the camera quality in the dark is grainy, and could be better. There is a weight to it which adds to the build of the phone. There is one speaker grill on the right side of the phone and has excellent audio. Would recommend 10/10","The phone works rather smoothly has a decent battery life where it lasts the entire day with the charge being at 47% by midnight. The camera performs well for the price, except the camera quality in the dark is grainy, and could be better. There is a weight to it which adds to the build of the phone. There is one speaker grill on the right side of the phone and has excellent audio. Would recommend 10/10",Positive,77,406,0,0
Only 2.4ghz band wifi is supported.,2,Except a single band Wifi rest all is fine. I see the product description doesn't say much about its wifi band support. It should have said that it supports only 2.4ghz band.I have no complaints about the others stuffs except that samsung should not bloat the software bundle with so many non essential packages that I can't uninstall.,Except a single band Wifi rest all is fine. I see the product description doesn't say much about its wifi band support. It should have said that it supports only 2.4ghz band.I have no complaints about the others stuffs except that samsung should not bloat the software bundle with so many non essential packages that I can't uninstall.,Negative,58,335,0,0
Samsung Is Hurting their fans Nowadays,1,"I am big samsung fan but nowadays samsung making the phones which are not capable for compete with other phones in this price range and mid range. WIFI 5 is not here , they can give only amoled screen , nowadays amoled is normal. Camera is not good but it's ok for this price range. Only battery life is good. Giving preloaded apps which are uninstallable. Buy in your own choice if you can add 1-1.5k more then go for other company phones coz nowadays these samsung phones getting hang problem  6 months later, I had m20 which had the same problem","I am big samsung fan but nowadays samsung making the phones which are not capable for compete with other phones in this price range and mid range. WIFI 5 is not here , they can give only amoled screen , nowadays amoled is normal. Camera is not good but it's ok for this price range. Only battery life is good. Giving preloaded apps which are uninstallable. Buy in your own choice if you can add 1-1.5k more then go for other company phones coz nowadays these samsung phones getting hang problem  6 months later, I had m20 which had the same problem",Negative,102,548,0,0
Perfect budget phone for non gamers,4,"Fingerprint reader is really good and quickBattery life is good tooCamera quality is decent, since I m not much into photography I am goodProcessor isn't powerful enough to run heavy games , but it don't play heavy games, so this mobile is perfect for meAbsence of secure folder is kinda heartbreaking but nothing that we can't manage","Fingerprint reader is really good and quickBattery life is good tooCamera quality is decent, since I m not much into photography I am goodProcessor isn't powerful enough to run heavy games , but it don't play heavy games, so this mobile is perfect for meAbsence of secure folder is kinda heartbreaking but nothing that we can't manage",Positive,57,334,0,0
Value for money product,5,"Samsung Galaxy M12 can be a good choice for customers who are looking for a Samsung smartphone under Rs 15,000. The smartphone offers a quad-rear camera, HD+ display and is backed by a 6000mAh battery which can easily last for two days. Camera quality is real good.  Fingerprint scanner is fast and responsive sound quality is betterHowever the phone is on the heavier side ,Does not comes with the clear case and headphones and you might want to add a good screen guard and case .Thank you","Samsung Galaxy M12 can be a good choice for customers who are looking for a Samsung smartphone under Rs 15,000. The smartphone offers a quad-rear camera, HD+ display and is backed by a 6000mAh battery which can easily last for two days. Camera quality is real good.  Fingerprint scanner is fast and responsive sound quality is betterHowever the phone is on the heavier side ,Does not comes with the clear case and headphones and you might want to add a good screen guard and case .Thank you",Positive,87,490,0,0
Very poor performance compared to specifications,3,Fingerprint sensor often doesn't respond. Without any reason phone goes in deep sleep mode and go for 3-5 cycle of restarting automatically then start working. Updates are available but not getting installed properly.Called service centers several times but no response received. It appears a faulty product.Camera appears good but if you compare the quality of pic with other models of Samsung it's quality is very average.,Fingerprint sensor often doesn't respond. Without any reason phone goes in deep sleep mode and go for 3-5 cycle of restarting automatically then start working. Updates are available but not getting installed properly.Called service centers several times but no response received. It appears a faulty product.Camera appears good but if you compare the quality of pic with other models of Samsung it's quality is very average.,Neutral,66,424,0,0
Non slippery Surface👉👉,2,"👂Do not waist your money on this mobile..👍Mobile is good as secondary usage, non slippery surface is the only good thing.👍You can change video quality in apps like u-tube, Amazon prime etc.👎Worst display👎Camera, display and touch quality not good👎Heavy weight 220gmNote✍️Go for another mobile with latest configuration.","👂Do not waist your money on this mobile..👍Mobile is good as secondary usage, non slippery surface is the only good thing.👍You can change video quality in apps like u-tube, Amazon prime etc.👎Worst display👎Camera, display and touch quality not good👎Heavy weight 220gmNote✍️Go for another mobile with latest configuration.",Negative,47,319,0,0
Preliminary or first impression feedback: Mixed response with some good features.,3,Used for about a month.Battery: and fast charge is good to have. Battery really lasts. But phone is very heavy due to that. Lenth of phone is long too so has a chance to fall if the pocket isn't deep enough.Takes a good 2:30 hours to charge.Key pad is sensitive and great.Touch lock/fingerprint senser isn't upto the mark. I have used honor 7x and their sensor is far better.Screen size is impressive.Camera is good.,Used for about a month.Battery: and fast charge is good to have. Battery really lasts. But phone is very heavy due to that. Lenth of phone is long too so has a chance to fall if the pocket isn't deep enough.Takes a good 2:30 hours to charge.Key pad is sensitive and great.Touch lock/fingerprint senser isn't upto the mark. I have used honor 7x and their sensor is far better.Screen size is impressive.Camera is good.,Neutral,74,416,0,0
Don't fall for 90Hz on Budget,3,"This phone does it job, but don't fall for 90Hz,It's gimmick, higher refreshing screen are only good if phone works smooth. This Amazon app don't even work properly, while scrolling these apps stutter,And junk! It automatically downloads unnecessary apps and makes phone even slower.Please go by other smart phone in this range.And if you are reading this review in 2021, please never consider phones below 20k for this brand. Go but mi, moto, realme, OPPO, vivo, you will get what you want.","This phone does it job, but don't fall for 90Hz,It's gimmick, higher refreshing screen are only good if phone works smooth. This Amazon app don't even work properly, while scrolling these apps stutter,And junk! It automatically downloads unnecessary apps and makes phone even slower.Please go by other smart phone in this range.And if you are reading this review in 2021, please never consider phones below 20k for this brand. Go but mi, moto, realme, OPPO, vivo, you will get what you want.",Neutral,82,491,1,0
A short review........,5,"This mobile has got excellent battery backup it's a beast.The display is also best 👍.The camera is ok-ok quality i.e Average quality as if u zoom a little the pixel decreases.The face regonization is very bad it doesn't work at all, you have to move ur face to 1-2 cm distance from Phone than only it works.No complain regarding fingerprint, it's works smoothly 😌.The sound through the speakers are quality sounds 👌.Overall except the face regonization this mobile is perfect👍.I gifted this mobile to my maa and she is happy with it 😊. Mobile at cost of  only ₹9999 is perfect for me 👌.","This mobile has got excellent battery backup it's a beast.The display is also best 👍.The camera is ok-ok quality i.e Average quality as if u zoom a little the pixel decreases.The face regonization is very bad it doesn't work at all, you have to move ur face to 1-2 cm distance from Phone than only it works.No complain regarding fingerprint, it's works smoothly 😌.The sound through the speakers are quality sounds 👌.Overall except the face regonization this mobile is perfect👍.I gifted this mobile to my maa and she is happy with it 😊. Mobile at cost of  only ₹9999 is perfect for me 👌.",Positive,104,586,0,0
Best in this range,4,I have used this for a week now.So here is the detailed reviewPros1. Good battery life3. Fast processing4. Nice sound5. Good fingerprint  scannersCons :1. Average display(video quality sucks)2. Big on hand3. Screen is very soft it will break in a 2-3 fall4.Average camera.Go for m21 2021 edition for better camera.M12 quad can camera is if no use,I have used this for a week now.So here is the detailed reviewPros1. Good battery life3. Fast processing4. Nice sound5. Good fingerprint  scannersCons :1. Average display(video quality sucks)2. Big on hand3. Screen is very soft it will break in a 2-3 fall4.Average camera.Go for m21 2021 edition for better camera.M12 quad can camera is if no use,Positive,57,346,0,0
Overall Nice Smartphone!,4,"Good Phone in this price segment and overall decent performance but camera is not really good as samsung showcase its true 48 megapixel ,even front camera quality not so good.Battery wise thumbs up!Charging time about 2- 2:30 hrs. 0-100, it will give you 1 day battery backup even after heavy usage.Dual 4G volte with dual standby.Screen quality preety good.It an heavy phone.For business purpose I recommend this phone.Overall 8/10.","Good Phone in this price segment and overall decent performance but camera is not really good as samsung showcase its true 48 megapixel ,even front camera quality not so good.Battery wise thumbs up!Charging time about 2- 2:30 hrs. 0-100, it will give you 1 day battery backup even after heavy usage.Dual 4G volte with dual standby.Screen quality preety good.It an heavy phone.For business purpose I recommend this phone.Overall 8/10.",Positive,69,433,1,0
Too worst,1,"The media could not be loaded.
                




   Dear Amazon Customer service,Am Shailendra an Prime member of Amazon.I purchased an Samsung Mobile phone M12 from Amazon portal.but received an faulty phone,where unable to hear voice in calls.requested Amazon to replace.they called me and undergoes an test of Mobile,finds the fault and ordered replacement on 9th of this month.Till none of technician/ delivery/ pickup agent cane to me to replace.Am herewith attaching screenshot for your reference.Requesting Amazon Technical/ customer service team to sort out my issue at earliest.","The media could not be loaded.
                




   Dear Amazon Customer service,Am Shailendra an Prime member of Amazon.I purchased an Samsung Mobile phone M12 from Amazon portal.but received an faulty phone,where unable to hear voice in calls.requested Amazon to replace.they called me and undergoes an test of Mobile,finds the fault and ordered replacement on 9th of this month.Till none of technician/ delivery/ pickup agent cane to me to replace.Am herewith attaching screenshot for your reference.Requesting Amazon Technical/ customer service team to sort out my issue at earliest.",Negative,85,590,0,0
"Battery good, price is good.",5,"The honest review could have been 2.5* considering, performance & camera quality, yet I'm giving it 5* because : when i was about to buy this phone i was on a budget and this was the best option for me, a 6/128 model of a top brand at 13500RS was a good deal and my top priority always was battery back and this amused me with its battery back up. If you are looking for a phone with strong battery back up with limited budget? Go for it... Otherwise you'll disappointed.","The honest review could have been 2.5* considering, performance & camera quality, yet I'm giving it 5* because : when i was about to buy this phone i was on a budget and this was the best option for me, a 6/128 model of a top brand at 13500RS was a good deal and my top priority always was battery back and this amused me with its battery back up. If you are looking for a phone with strong battery back up with limited budget? Go for it... Otherwise you'll disappointed.",Positive,91,471,0,1
Good phone but front camera is not upto the mark.,5,"The media could not be loaded.
                




   Phone is good at this price. Battery life is long. It will lasts upto 2 days if you are doing simple tasks on it.Processor is good.But one thing here is to mention that, if you are looking for good camera quality phone this is not it. Its front camera is not good. Picture quality ruining when you zoom in. So Overall good phone 🖖 except camera 📷","The media could not be loaded.
                




   Phone is good at this price. Battery life is long. It will lasts upto 2 days if you are doing simple tasks on it.Processor is good.But one thing here is to mention that, if you are looking for good camera quality phone this is not it. Its front camera is not good. Picture quality ruining when you zoom in. So Overall good phone 🖖 except camera 📷",Positive,73,401,0,0
U cannot wish to satisfy everyone,5,I bought this phone to last 5years(thus OPPO or Vivo was not an option).........my first phone was Samsung metro.......now it's Samsung galaxy m12..........user interface is good.......the phone barely looses any charge when idle or used via wired earphones..........satisfied till now,I bought this phone to last 5years(thus OPPO or Vivo was not an option).........my first phone was Samsung metro.......now it's Samsung galaxy m12..........user interface is good.......the phone barely looses any charge when idle or used via wired earphones..........satisfied till now,Positive,40,285,0,0
Can go for better with addl 2k,3,"Good battery back up.Sound and picture could have been better at this price.Unable to make credit card payments through this phone, states version should be above 18.3.My prior phone was doing it bought 4 years ago.Within weeks timePhone at this cost hasLow camera qualityHanging issues unfortunateTechnician checked and advised for replacement. Agreed with issues.Don't see options to return, please stay away folks.","Good battery back up.Sound and picture could have been better at this price.Unable to make credit card payments through this phone, states version should be above 18.3.My prior phone was doing it bought 4 years ago.Within weeks timePhone at this cost hasLow camera qualityHanging issues unfortunateTechnician checked and advised for replacement. Agreed with issues.Don't see options to return, please stay away folks.",Neutral,62,417,0,0
whatsapp is not compatible and camera is low quality,3,"I have faced at least 2 bugs while using this phone in whatsapp,1. after capturing image send button was not available on the screen2. I was not able to send messages to anyone while my other apps were working fine which uses internet connectionsamsung and whatsapp developer please look into thiscamera quality is average or near to poor","I have faced at least 2 bugs while using this phone in whatsapp,1. after capturing image send button was not available on the screen2. I was not able to send messages to anyone while my other apps were working fine which uses internet connectionsamsung and whatsapp developer please look into thiscamera quality is average or near to poor",Neutral,58,338,0,0
Affordable Phone with Great Features,4,"Beyond expectations, an affordable phone in this budget with great features loaded. This phone has the latest android 11 with a great camera, very good battery life, Exynos processor, IPS display with 90Hz, and is well built. This phone is easy to use for gaming and has a lot of memory to store all your media files and documents. Timely delivered and thanks to Amazon for such fast delivery.","Beyond expectations, an affordable phone in this budget with great features loaded. This phone has the latest android 11 with a great camera, very good battery life, Exynos processor, IPS display with 90Hz, and is well built. This phone is easy to use for gaming and has a lot of memory to store all your media files and documents. Timely delivered and thanks to Amazon for such fast delivery.",Positive,69,393,0,0
heavyweight mobile. camera not good. only brand name none other than.,4,"heavyweight mobile. camera not good. only brand name none other than.  other brand like infinix, Asus are too good to use.  good looking but not so special. dont go for famous brands. please use and welcome new brands and functions. if you are really know how to use mobiles then use under 15 k rupees. dont waste a lot of money on costly mobiles.","heavyweight mobile. camera not good. only brand name none other than.  other brand like infinix, Asus are too good to use.  good looking but not so special. dont go for famous brands. please use and welcome new brands and functions. if you are really know how to use mobiles then use under 15 k rupees. dont waste a lot of money on costly mobiles.",Positive,64,347,0,0
Brick! Not worthy,1,I just bought a brick!The phone is too heavy as brickSlow as snail.Camera quality is worstInterface seems oldPrice : avg.Amazon return policy won't allow you to return that is biggest disadvantage.I insist potential buyers to avoid going for such tempting offers on this device n go for MI /Realme for way better features n feel in this price segment.,I just bought a brick!The phone is too heavy as brickSlow as snail.Camera quality is worstInterface seems oldPrice : avg.Amazon return policy won't allow you to return that is biggest disadvantage.I insist potential buyers to avoid going for such tempting offers on this device n go for MI /Realme for way better features n feel in this price segment.,Negative,59,351,1,0
"No dual band wifi, only 2.5ghz, very much disappointed",2,"What benefit we will get if I have 6gb or 8gb ram. How come this mobile will not provide dual band wifi, means I am getting low Internet speed with that single band wifi feature. Very much disappointed with this big drawback. Even lower price mobiles are giving this feature but not m12. Samsung smartly avoided by not mentioning this in the product description.","What benefit we will get if I have 6gb or 8gb ram. How come this mobile will not provide dual band wifi, means I am getting low Internet speed with that single band wifi feature. Very much disappointed with this big drawback. Even lower price mobiles are giving this feature but not m12. Samsung smartly avoided by not mentioning this in the product description.",Negative,64,362,0,0
Worst Mobile,2,Seems like Im using 10 years back mobile. Its super heavy. Resolution is no good and I have eye pain. Camera is very bad. Yes they have given 6000 mah battery but it takes more than 2 hours to charge fully. And battery does not work like a 6k mah battery.Does not expect this from Samsung as they have huge market nowadays compare to Apple worldwide.,Seems like Im using 10 years back mobile. Its super heavy. Resolution is no good and I have eye pain. Camera is very bad. Yes they have given 6000 mah battery but it takes more than 2 hours to charge fully. And battery does not work like a 6k mah battery.Does not expect this from Samsung as they have huge market nowadays compare to Apple worldwide.,Negative,66,350,0,0
Recommended but think again!,5,The phone is great. Good display and UI. Comes with 6000 maH huge battery. Charging is quick but 1 thing that comes as negative is the camera. The camera doesn't seem like 48 MP. It struggles in low light & the Front camera also suffers the same problem. You can certainly go for it if you are OK with below standard camera. Amazon delivery was excellent,The phone is great. Good display and UI. Comes with 6000 maH huge battery. Charging is quick but 1 thing that comes as negative is the camera. The camera doesn't seem like 48 MP. It struggles in low light & the Front camera also suffers the same problem. You can certainly go for it if you are OK with below standard camera. Amazon delivery was excellent,Positive,66,354,0,0
Best Affordable Phone from Samsung till date!,4,"The media could not be loaded.
                




   It is best at this cost from a brand like samsung. Display resolution is HD but it's 90 Hz. Battery life is awesome lasts 2 days. Camera is disappointing though. There isn't any gcam available yet. No silicon case in box. One UI is the best UI I have ever used yet. Fast updates. 15 Watt charger included takes almost 2 hrs for full charge which lasts for almost 2 days","The media could not be loaded.
                




   It is best at this cost from a brand like samsung. Display resolution is HD but it's 90 Hz. Battery life is awesome lasts 2 days. Camera is disappointing though. There isn't any gcam available yet. No silicon case in box. One UI is the best UI I have ever used yet. Fast updates. 15 Watt charger included takes almost 2 hrs for full charge which lasts for almost 2 days",Positive,77,424,0,0
Nothing,4,"As far as my opinion is concerned, the over all features are Ok. The drawback features are:1. M12 is out of Super Amolrd Screen.2. Back Fingerprint is more covenient than side3. Camera quality is not so hifi than other models4. S Bike mode should given, which will be helpful ehile driving..5. Charger model is different  than other M series Mobiles with battery of 6000 mah.","As far as my opinion is concerned, the over all features are Ok. The drawback features are:1. M12 is out of Super Amolrd Screen.2. Back Fingerprint is more covenient than side3. Camera quality is not so hifi than other models4. S Bike mode should given, which will be helpful ehile driving..5. Charger model is different  than other M series Mobiles with battery of 6000 mah.",Positive,65,375,0,0
Budget Phone from Samsung with all basic functions,4,"Got this phone @7749 after Exchange & bank discount at this rate no branded mobile may not come with Android 11..., so far is good still needs to check in all respects but all basic functions are working fine.","Got this phone @7749 after Exchange & bank discount at this rate no branded mobile may not come with Android 11..., so far is good still needs to check in all respects but all basic functions are working fine.",Positive,39,209,0,0
Good Budget phone if not best,4,"ProsExcellent Display for the price even if it is LCD (Samsung Expertise)Face ID with Fingerprint sensorOne UI is nice, smooth and feels modernUSB-C chargerLong Battery LifeConsPhone weights too high (more than 200 g)Samsung bloatwares are present and makes continued attemps to trick you for installation.Camera is fairly average, should have been little improved.No fast charging supportOverall good budget buy if you are looking for non Chinese budget smartphone.","ProsExcellent Display for the price even if it is LCD (Samsung Expertise)Face ID with Fingerprint sensorOne UI is nice, smooth and feels modernUSB-C chargerLong Battery LifeConsPhone weights too high (more than 200 g)Samsung bloatwares are present and makes continued attemps to trick you for installation.Camera is fairly average, should have been little improved.No fast charging supportOverall good budget buy if you are looking for non Chinese budget smartphone.",Positive,68,466,0,0
Good Phone but performance is not smooth,3,I liked the phone battery last long even I tool 6GB ram version but the phone is little sluggish in performance may be the chipset is not great in performing daily task. But one UI is great even 120 he refresh rate I found phone performance not upto my expectations while comparing to my old redmi phone but I liked that unnecessary apps are not getting installed like redmi. Camera is great and battery life is awesome.,I liked the phone battery last long even I tool 6GB ram version but the phone is little sluggish in performance may be the chipset is not great in performing daily task. But one UI is great even 120 he refresh rate I found phone performance not upto my expectations while comparing to my old redmi phone but I liked that unnecessary apps are not getting installed like redmi. Camera is great and battery life is awesome.,Neutral,77,420,0,0
Worth Price,4,"(Review it after using for a month)It's battery backup is quite impressive, camera is good but could be more simpler interface, I am not a gaming person but as per my Experience it's working smooth, but yes sometimes for a sec you will it might be slow but overall it's a worth Price product as of now.","(Review it after using for a month)It's battery backup is quite impressive, camera is good but could be more simpler interface, I am not a gaming person but as per my Experience it's working smooth, but yes sometimes for a sec you will it might be slow but overall it's a worth Price product as of now.",Positive,57,302,0,0
Mobile hang frequently,2,It was very happy when I received it that I haven't spent money on China mobile but within 10 day I started regretting as it has started to hang very frequently and that's annoying. I haven't added extra memory card and using phone with only one SIM. Return policy was 7 days and it started hanging from 9th day :(,It was very happy when I received it that I haven't spent money on China mobile but within 10 day I started regretting as it has started to hang very frequently and that's annoying. I haven't added extra memory card and using phone with only one SIM. Return policy was 7 days and it started hanging from 9th day :(,Negative,60,314,0,0
DOES NOT SUPPORT 5GHz WiFi BANDS,4,"Such an awesome phone ruined by a biggest lack of a most important and basic feature, GREAT battery life, camera, UI, lives up to its reputation;Great specs all round, only thing to be vary of is that it DOES NOT SUPPORT 5GHz band wifi “5G wifi”When you buy a phone with such great specs, it’s a real shame that the only thing slowing it down is a lack of fast internet speeds due to hardware limitation. Not having support for 5GHz in 2021 is 🤮🤮","Such an awesome phone ruined by a biggest lack of a most important and basic feature, GREAT battery life, camera, UI, lives up to its reputation;Great specs all round, only thing to be vary of is that it DOES NOT SUPPORT 5GHz band wifi “5G wifi”When you buy a phone with such great specs, it’s a real shame that the only thing slowing it down is a lack of fast internet speeds due to hardware limitation. Not having support for 5GHz in 2021 is 🤮🤮",Positive,85,446,0,0
Don't expect much. Just a basic low end smartphone and does justice for this price,2,"For this price - Nothing great to be expected.It's a low end phone. So everything about this phone is below average - except battery.Bad ambient light sensor, decent camera, decent amount output, cheap charging cables - bad quality.Excellent battery!Expensive phones - outstanding performanceCheap phones - you get what you pay for","For this price - Nothing great to be expected.It's a low end phone. So everything about this phone is below average - except battery.Bad ambient light sensor, decent camera, decent amount output, cheap charging cables - bad quality.Excellent battery!Expensive phones - outstanding performanceCheap phones - you get what you pay for",Negative,51,331,1,0
Monster 3 day battery,5,"Bought it for my mother, its a good phone with monster battery backupPros:Battery 6000 mahAndroid 1190 hertz display8 nm processorRear camera 48mp sony imx sensorDisplayCall quality4 years ota update supportNo lag issueCons:Speaker is not great it gest louder but too shrillProtection cover not included in the box8MP average front cameraPs its a good phone best phone to gift your loved ones","Bought it for my mother, its a good phone with monster battery backupPros:Battery 6000 mahAndroid 1190 hertz display8 nm processorRear camera 48mp sony imx sensorDisplayCall quality4 years ota update supportNo lag issueCons:Speaker is not great it gest louder but too shrillProtection cover not included in the box8MP average front cameraPs its a good phone best phone to gift your loved ones",Positive,61,392,0,0
Overall beast phone according to battery backup,4,"Positive point :-1) battery life is massive 🤟2) fingerprint reader is so fast3) best in this price segment4) non scratch poly Carbonated back5)latest Android6) real 48 pixel camera7) Samsung Knox security which is best ever safety from malware virus.Negative point1)if you like camera phone, don't go for it bcoz it doesn't click selfies like oppo,vivo,etc. 😂. It gives real pixel picture.2)a bit heavy phone.Overall this phone is awesome in this segment apart from selfies and heavy weight.Go for it if you need Massive battery back up , a real 48 MP camera.","Positive point :-1) battery life is massive 🤟2) fingerprint reader is so fast3) best in this price segment4) non scratch poly Carbonated back5)latest Android6) real 48 pixel camera7) Samsung Knox security which is best ever safety from malware virus.Negative point1)if you like camera phone, don't go for it bcoz it doesn't click selfies like oppo,vivo,etc. 😂. It gives real pixel picture.2)a bit heavy phone.Overall this phone is awesome in this segment apart from selfies and heavy weight.Go for it if you need Massive battery back up , a real 48 MP camera.",Positive,92,559,0,0
Phone is good for mid level range,4,Overall phone is ok. I have 6GB and 128 GB variant.Some advantages are there.1. In this Price getting good phone.2. Till now no heat or not hang.3. Till now Battery backup is good.4.  Video quality is also good.5. Good processor.Some drawback is there.1. Data cable is so small.2.  When charging no notification light is showing. When charge is full you have to check manually.3. Camera is not to the up yo mark like true 48MP.4. No notification light is there for missed call or anything.5. No Return policy is there.,Overall phone is ok. I have 6GB and 128 GB variant.Some advantages are there.1. In this Price getting good phone.2. Till now no heat or not hang.3. Till now Battery backup is good.4.  Video quality is also good.5. Good processor.Some drawback is there.1. Data cable is so small.2.  When charging no notification light is showing. When charge is full you have to check manually.3. Camera is not to the up yo mark like true 48MP.4. No notification light is there for missed call or anything.5. No Return policy is there.,Positive,90,518,0,0
Think twice  before buying,3,"I am using this phone from past 3 months and I never played any heavy games in this phone. I use it to attend calls and social media, watching videos,  listening music and for clicking pictures.I'm using Vodafone and jio Sim & I'm facing issue with Vodafone signal, whenever I'll get call it use to disconnect in-between.Camera performance is not bad, but I'm not happy with battery performance.  It has a 6000mAh battery but I have to charge my phone everyday it consume lot of battery.And phone is little heavy you have to buy additional cover and screen protector.Only charger and type c cable is available along","I am using this phone from past 3 months and I never played any heavy games in this phone. I use it to attend calls and social media, watching videos,  listening music and for clicking pictures.I'm using Vodafone and jio Sim & I'm facing issue with Vodafone signal, whenever I'll get call it use to disconnect in-between.Camera performance is not bad, but I'm not happy with battery performance.  It has a 6000mAh battery but I have to charge my phone everyday it consume lot of battery.And phone is little heavy you have to buy additional cover and screen protector.Only charger and type c cable is available along",Neutral,107,615,0,0
Damage product reshived,1,Damage product reshived hua hai or koi help nahi ki ja rahi haiअमेजॉन से प्रोडक्ट मंगाया था यह अभी तक 20 का कोई सर्विस नहीं हुआ है कोई नहीं पिकअप भी नहीं आर्डर पेंडिंग में और जो अमाउंट थी वह भी कट गया है 20 दिन हो चुके हैं पूरे,Damage product reshived hua hai or koi help nahi ki ja rahi haiअमेजॉन से प्रोडक्ट मंगाया था यह अभी तक 20 का कोई सर्विस नहीं हुआ है कोई नहीं पिकअप भी नहीं आर्डर पेंडिंग में और जो अमाउंट थी वह भी कट गया है 20 दिन हो चुके हैं पूरे,Negative,50,227,0,0
Value for money,5,"I am writing this review after using the device for 10 days.It is very good mobile in this price range. The battery life is awesome, lasts for 3 days once full charged with normal usage. The speed is also good, works well for daily usage. The camera is not the best does not feel like 48 MP. The 6.5"" display is very impressive. Gives amazing video and audio quality.Overall I liked this one and highly recommend to buy it.","I am writing this review after using the device for 10 days.It is very good mobile in this price range. The battery life is awesome, lasts for 3 days once full charged with normal usage. The speed is also good, works well for daily usage. The camera is not the best does not feel like 48 MP. The 6.5"" display is very impressive. Gives amazing video and audio quality.Overall I liked this one and highly recommend to buy it.",Positive,79,423,0,0
Don't buy go for Samsung M21,1,"I have been using Samsung M21, also my 2 family members using same model.So thought to buy this M12 for my father.1. Biggest disappointment DisplayLooks like a old age mobile2. Camera is ok ok3. Only good thing is battery 🔋.4. Cheap plastic body5. Heavyweight6. Go for Samsung M21 it's more better.","I have been using Samsung M21, also my 2 family members using same model.So thought to buy this M12 for my father.1. Biggest disappointment DisplayLooks like a old age mobile2. Camera is ok ok3. Only good thing is battery 🔋.4. Cheap plastic body5. Heavyweight6. Go for Samsung M21 it's more better.",Negative,51,298,0,0
Don't like it.,1,Camera quality is very poor and display quality too. This model is not listed in the exchange models list also. How funny that Amazon sold a mobile and they aren't considering the same model for exchange what kind of business ethics is this where as the same model is listed on Flipakrt for exchange models.,Camera quality is very poor and display quality too. This model is not listed in the exchange models list also. How funny that Amazon sold a mobile and they aren't considering the same model for exchange what kind of business ethics is this where as the same model is listed on Flipakrt for exchange models.,Negative,55,307,0,0
Not As Good As Advertised,2,"- My contact book is not too large, around 700 contacts, yet it takes a couple of seconds to load it. It didn't happen in my previous mobiles even though they were less powerful than this device.- Although it has 4 cameras at the back, the portrait mode is completely nonsense. My previous phone had only 2 cameras on back yet it's portrait mode was a thousand times better.- Fingerprint sensor is on the power button and a real pain to use when you have a mobile cover.","- My contact book is not too large, around 700 contacts, yet it takes a couple of seconds to load it. It didn't happen in my previous mobiles even though they were less powerful than this device.- Although it has 4 cameras at the back, the portrait mode is completely nonsense. My previous phone had only 2 cameras on back yet it's portrait mode was a thousand times better.- Fingerprint sensor is on the power button and a real pain to use when you have a mobile cover.",Negative,88,470,0,0
Waste money..!!,1,"I am writing this review after the usage of 25 days. It is one of the worst phones Samsung has made with multiple issues.  charging speed is very much disappointed , taking lot of time to charge up. The main issue I am facing is that the phone battery  is slow charging and quick battery draining.. Phone heats up while charging as well as in normal usage conditions. While charging the phone heats up to an extent that one may feel that it could blast. 😡😡","I am writing this review after the usage of 25 days. It is one of the worst phones Samsung has made with multiple issues.  charging speed is very much disappointed , taking lot of time to charge up. The main issue I am facing is that the phone battery  is slow charging and quick battery draining.. Phone heats up while charging as well as in normal usage conditions. While charging the phone heats up to an extent that one may feel that it could blast. 😡😡",Negative,86,456,0,0
